id,estacion_salida,estacion_llegada,tipo_pmr,hora
547,MAT,CUL,PMR_VISUAL,07:00
548,SMA,JAR,PMR_SILLA,19:00
549,UNI,MAT,PMR_AUDITIVO,06:00
550,UNI,GAM,PMR_ADULTO_MAYOR,12:00
551,MAT,ANG,PMR_SILLA,15:00
552,JAR,GAM,PMR_ADULTO_MAYOR,15:00
553,NAR,ANG,PMR_AUDITIVO,06:00
554,SMA,MAT,PMR_AUDITIVO,20:00
555,SMA,PUE,PMR_SILLA,20:00
556,NAR,CUL,PMR_AUDITIVO,12:00
557,CUL,SMA,PMR_AUDITIVO,08:00
558,NAR,MAT,PMR_SILLA,16:00
559,NAR,ANG,PMR_VISUAL,18:00
560,SMA,VMA,PMR_AUDITIVO,09:00
561,UNI,JAR,PMR_SILLA,17:00
562,ANG,NAR,PMR_VISUAL,19:00
563,CUL,GAM,PMR_AUDITIVO,16:00
564,VMA,MAT,PMR_ADULTO_MAYOR,14:00
565,ANG,VMA,PMR_VISUAL,15:00
566,UNI,MAT,PMR_ADULTO_MAYOR,08:00
567,NAR,VMA,PMR_VISUAL,19:00
568,GAM,MAT,PMR_AUDITIVO,09:00
569,MAT,CUL,PMR_SILLA,10:00
570,GAM,CUL,PMR_VISUAL,08:00
571,ANG,VMA,PMR_VISUAL,16:00
572,VMA,NAR,PMR_AUDITIVO,11:00
573,PUE,ANG,PMR_ADULTO_MAYOR,11:00
574,ANG,NAR,PMR_SILLA,06:00
575,UNI,JAR,PMR_AUDITIVO,15:00
576,GAM,SMA,PMR_ADULTO_MAYOR,06:00
577,JAR,GAM,PMR_ADULTO_MAYOR,12:00
578,ANG,CUL,PMR_ADULTO_MAYOR,19:00
579,VMA,PUE,PMR_ADULTO_MAYOR,06:00
580,JAR,CUL,PMR_SILLA,14:00
581,JAR,NAR,PMR_VISUAL,09:00
582,UNI,ANG,PMR_SILLA,20:00
583,ANG,VMA,PMR_AUDITIVO,10:00
584,ANG,VMA,PMR_ADULTO_MAYOR,17:00
585,PUE,SMA,PMR_AUDITIVO,10:00
586,CUL,UNI,PMR_AUDITIVO,15:00
587,UNI,CUL,PMR_ADULTO_MAYOR,06:00
588,NAR,CUL,PMR_ADULTO_MAYOR,07:00
589,ANG,PUE,PMR_VISUAL,18:00
590,NAR,PUE,PMR_VISUAL,06:00
591,SMA,GAM,PMR_SILLA,09:00
592,PUE,MAT,PMR_SILLA,11:00
593,CUL,VMA,PMR_VISUAL,11:00
594,SMA,JAR,PMR_AUDITIVO,16:00
595,JAR,PUE,PMR_AUDITIVO,12:00
596,CUL,JAR,PMR_SILLA,08:00
597,VMA,PUE,PMR_SILLA,19:00
598,PUE,VMA,PMR_AUDITIVO,19:00
599,NAR,JAR,PMR_VISUAL,11:00
600,MAT,UNI,PMR_VISUAL,14:00
601,VMA,CUL,PMR_VISUAL,14:00
602,SMA,PUE,PMR_VISUAL,15:00
603,MAT,JAR,PMR_VISUAL,06:00
604,NAR,VMA,PMR_VISUAL,20:00
605,NAR,MAT,PMR_ADULTO_MAYOR,15:00
606,UNI,MAT,PMR_SILLA,07:00
607,GAM,ANG,PMR_ADULTO_MAYOR,11:00
608,ANG,JAR,PMR_ADULTO_MAYOR,16:00
609,ANG,VMA,PMR_VISUAL,16:00
610,GAM,CUL,PMR_SILLA,13:00
611,JAR,VMA,PMR_ADULTO_MAYOR,08:00
612,CUL,MAT,PMR_AUDITIVO,16:00
613,JAR,PUE,PMR_ADULTO_MAYOR,17:00
614,MAT,UNI,PMR_ADULTO_MAYOR,08:00
615,PUE,CUL,PMR_ADULTO_MAYOR,18:00
616,GAM,CUL,PMR_AUDITIVO,12:00
617,GAM,VMA,PMR_SILLA,20:00
618,SMA,MAT,PMR_VISUAL,13:00
619,CUL,MAT,PMR_AUDITIVO,16:00
620,ANG,JAR,PMR_SILLA,12:00
621,ANG,MAT,PMR_SILLA,11:00
622,MAT,CUL,PMR_ADULTO_MAYOR,20:00
623,PUE,MAT,PMR_ADULTO_MAYOR,13:00
624,MAT,CUL,PMR_VISUAL,20:00
625,CUL,NAR,PMR_ADULTO_MAYOR,16:00
626,CUL,PUE,PMR_AUDITIVO,09:00
627,JAR,VMA,PMR_ADULTO_MAYOR,06:00
628,NAR,VMA,PMR_SILLA,08:00
629,PUE,CUL,PMR_VISUAL,12:00
630,JAR,NAR,PMR_AUDITIVO,19:00
631,CUL,SMA,PMR_SILLA,15:00
632,JAR,CUL,PMR_SILLA,16:00
633,SMA,UNI,PMR_SILLA,16:00
634,GAM,JAR,PMR_AUDITIVO,06:00
635,CUL,JAR,PMR_SILLA,12:00
636,NAR,SMA,PMR_ADULTO_MAYOR,13:00
637,PUE,ANG,PMR_SILLA,13:00
638,ANG,PUE,PMR_VISUAL,18:00
639,MAT,NAR,PMR_AUDITIVO,13:00
640,ANG,CUL,PMR_ADULTO_MAYOR,16:00
641,SMA,ANG,PMR_AUDITIVO,16:00
642,JAR,GAM,PMR_VISUAL,08:00
643,GAM,CUL,PMR_SILLA,12:00
644,SMA,MAT,PMR_VISUAL,18:00
645,MAT,NAR,PMR_SILLA,10:00
646,PUE,SMA,PMR_AUDITIVO,19:00
647,VMA,SMA,PMR_VISUAL,11:00
648,MAT,PUE,PMR_AUDITIVO,08:00
649,VMA,JAR,PMR_AUDITIVO,15:00
650,JAR,GAM,PMR_AUDITIVO,11:00
651,MAT,PUE,PMR_SILLA,12:00
652,ANG,VMA,PMR_AUDITIVO,18:00
653,UNI,VMA,PMR_ADULTO_MAYOR,19:00
654,NAR,PUE,PMR_SILLA,09:00
655,UNI,JAR,PMR_SILLA,14:00
656,NAR,PUE,PMR_VISUAL,12:00
657,GAM,CUL,PMR_ADULTO_MAYOR,06:00
658,UNI,VMA,PMR_VISUAL,20:00
659,JAR,SMA,PMR_AUDITIVO,20:00
660,GAM,JAR,PMR_SILLA,09:00
661,UNI,JAR,PMR_ADULTO_MAYOR,08:00
662,GAM,UNI,PMR_VISUAL,08:00
663,ANG,NAR,PMR_ADULTO_MAYOR,17:00
664,VMA,JAR,PMR_AUDITIVO,09:00
665,CUL,PUE,PMR_SILLA,09:00
666,JAR,CUL,PMR_ADULTO_MAYOR,18:00
667,VMA,CUL,PMR_ADULTO_MAYOR,06:00
668,JAR,CUL,PMR_VISUAL,09:00
669,NAR,PUE,PMR_SILLA,18:00
670,GAM,JAR,PMR_AUDITIVO,15:00
671,GAM,UNI,PMR_AUDITIVO,15:00
672,MAT,VMA,PMR_AUDITIVO,14:00
673,CUL,GAM,PMR_VISUAL,11:00
674,PUE,SMA,PMR_SILLA,20:00
675,VMA,UNI,PMR_AUDITIVO,19:00
676,JAR,GAM,PMR_AUDITIVO,20:00
677,NAR,UNI,PMR_SILLA,08:00
678,PUE,NAR,PMR_ADULTO_MAYOR,09:00
679,JAR,NAR,PMR_SILLA,09:00
680,JAR,NAR,PMR_VISUAL,14:00
681,CUL,UNI,PMR_ADULTO_MAYOR,19:00
682,VMA,ANG,PMR_SILLA,06:00
683,UNI,SMA,PMR_SILLA,19:00
684,JAR,MAT,PMR_VISUAL,07:00
685,GAM,UNI,PMR_AUDITIVO,09:00
686,PUE,MAT,PMR_AUDITIVO,14:00
687,MAT,JAR,PMR_SILLA,10:00
688,SMA,CUL,PMR_ADULTO_MAYOR,09:00
689,PUE,ANG,PMR_ADULTO_MAYOR,15:00
690,JAR,SMA,PMR_AUDITIVO,16:00
691,JAR,NAR,PMR_VISUAL,09:00
692,SMA,JAR,PMR_ADULTO_MAYOR,18:00
693,PUE,MAT,PMR_AUDITIVO,07:00
694,NAR,MAT,PMR_ADULTO_MAYOR,20:00
695,PUE,CUL,PMR_SILLA,19:00
696,ANG,MAT,PMR_ADULTO_MAYOR,17:00
697,UNI,NAR,PMR_AUDITIVO,08:00
698,CUL,VMA,PMR_AUDITIVO,14:00
699,NAR,MAT,PMR_SILLA,07:00
700,NAR,ANG,PMR_SILLA,11:00
701,CUL,SMA,PMR_AUDITIVO,13:00
702,PUE,CUL,PMR_AUDITIVO,19:00
703,GAM,MAT,PMR_AUDITIVO,14:00
704,PUE,ANG,PMR_SILLA,14:00
705,JAR,UNI,PMR_SILLA,18:00
706,CUL,GAM,PMR_AUDITIVO,16:00
707,SMA,VMA,PMR_VISUAL,11:00
708,SMA,NAR,PMR_SILLA,09:00
709,UNI,JAR,PMR_VISUAL,07:00
710,UNI,CUL,PMR_ADULTO_MAYOR,13:00
711,VMA,MAT,PMR_VISUAL,14:00
712,GAM,CUL,PMR_SILLA,12:00
713,ANG,JAR,PMR_SILLA,08:00
714,NAR,ANG,PMR_AUDITIVO,08:00
715,UNI,JAR,PMR_ADULTO_MAYOR,19:00
716,NAR,GAM,PMR_VISUAL,06:00
717,ANG,CUL,PMR_ADULTO_MAYOR,08:00
718,UNI,NAR,PMR_SILLA,08:00
719,UNI,PUE,PMR_AUDITIVO,16:00
720,GAM,VMA,PMR_AUDITIVO,12:00
721,GAM,UNI,PMR_ADULTO_MAYOR,15:00
722,ANG,UNI,PMR_VISUAL,15:00
723,ANG,MAT,PMR_SILLA,13:00
724,UNI,JAR,PMR_VISUAL,18:00
725,MAT,SMA,PMR_SILLA,15:00
726,NAR,SMA,PMR_VISUAL,12:00
727,CUL,SMA,PMR_VISUAL,15:00
728,UNI,VMA,PMR_SILLA,12:00
729,SMA,VMA,PMR_ADULTO_MAYOR,20:00
730,VMA,PUE,PMR_SILLA,12:00
731,UNI,SMA,PMR_AUDITIVO,16:00
732,GAM,CUL,PMR_AUDITIVO,09:00
733,MAT,NAR,PMR_ADULTO_MAYOR,11:00
734,SMA,ANG,PMR_AUDITIVO,12:00
735,CUL,UNI,PMR_ADULTO_MAYOR,11:00
736,PUE,CUL,PMR_AUDITIVO,07:00
737,PUE,JAR,PMR_VISUAL,06:00
738,VMA,SMA,PMR_ADULTO_MAYOR,10:00
739,GAM,PUE,PMR_SILLA,16:00
740,GAM,MAT,PMR_VISUAL,11:00
741,SMA,CUL,PMR_SILLA,11:00
742,GAM,MAT,PMR_AUDITIVO,11:00
743,VMA,MAT,PMR_ADULTO_MAYOR,13:00
744,JAR,UNI,PMR_ADULTO_MAYOR,14:00
745,UNI,MAT,PMR_AUDITIVO,16:00
746,UNI,ANG,PMR_AUDITIVO,10:00
747,VMA,ANG,PMR_AUDITIVO,10:00
748,MAT,ANG,PMR_SILLA,18:00
749,ANG,UNI,PMR_SILLA,20:00
750,SMA,UNI,PMR_SILLA,10:00
751,ANG,VMA,PMR_ADULTO_MAYOR,09:00
752,PUE,CUL,PMR_ADULTO_MAYOR,09:00
753,GAM,UNI,PMR_SILLA,20:00
754,ANG,GAM,PMR_VISUAL,08:00
755,CUL,MAT,PMR_SILLA,18:00
756,UNI,NAR,PMR_ADULTO_MAYOR,06:00
757,JAR,PUE,PMR_SILLA,20:00
758,PUE,UNI,PMR_AUDITIVO,12:00
759,SMA,GAM,PMR_VISUAL,11:00
760,MAT,PUE,PMR_VISUAL,10:00
761,ANG,PUE,PMR_AUDITIVO,14:00
762,SMA,UNI,PMR_VISUAL,14:00
763,ANG,NAR,PMR_AUDITIVO,17:00
764,ANG,PUE,PMR_VISUAL,19:00
765,SMA,VMA,PMR_AUDITIVO,18:00
766,MAT,ANG,PMR_VISUAL,16:00
767,ANG,GAM,PMR_VISUAL,20:00
768,NAR,MAT,PMR_ADULTO_MAYOR,07:00
769,PUE,UNI,PMR_ADULTO_MAYOR,13:00
770,UNI,SMA,PMR_ADULTO_MAYOR,18:00
771,NAR,SMA,PMR_VISUAL,18:00
772,SMA,JAR,PMR_VISUAL,13:00
773,JAR,GAM,PMR_AUDITIVO,20:00
774,PUE,CUL,PMR_ADULTO_MAYOR,16:00
775,JAR,MAT,PMR_VISUAL,17:00
776,CUL,JAR,PMR_VISUAL,12:00
777,MAT,NAR,PMR_ADULTO_MAYOR,19:00
778,UNI,MAT,PMR_ADULTO_MAYOR,19:00
779,MAT,GAM,PMR_SILLA,16:00
780,GAM,VMA,PMR_VISUAL,15:00
781,VMA,GAM,PMR_AUDITIVO,18:00
782,VMA,UNI,PMR_VISUAL,08:00
783,CUL,VMA,PMR_AUDITIVO,19:00
784,SMA,GAM,PMR_VISUAL,16:00
785,CUL,MAT,PMR_ADULTO_MAYOR,17:00
786,JAR,NAR,PMR_ADULTO_MAYOR,18:00
787,JAR,CUL,PMR_SILLA,07:00
788,PUE,MAT,PMR_AUDITIVO,07:00
789,GAM,VMA,PMR_ADULTO_MAYOR,10:00
790,SMA,GAM,PMR_SILLA,12:00
791,NAR,GAM,PMR_SILLA,16:00
792,NAR,GAM,PMR_AUDITIVO,20:00
793,CUL,ANG,PMR_VISUAL,18:00
794,PUE,NAR,PMR_SILLA,09:00
795,NAR,ANG,PMR_VISUAL,13:00
796,MAT,GAM,PMR_VISUAL,12:00
797,GAM,SMA,PMR_VISUAL,07:00
798,ANG,MAT,PMR_SILLA,14:00
799,SMA,ANG,PMR_SILLA,18:00
800,NAR,ANG,PMR_AUDITIVO,12:00
801,SMA,MAT,PMR_SILLA,20:00
802,CUL,ANG,PMR_VISUAL,17:00
803,GAM,UNI,PMR_VISUAL,07:00
804,JAR,VMA,PMR_ADULTO_MAYOR,18:00
805,PUE,ANG,PMR_ADULTO_MAYOR,08:00
806,ANG,PUE,PMR_SILLA,19:00
807,MAT,ANG,PMR_VISUAL,20:00
808,MAT,JAR,PMR_AUDITIVO,09:00
809,GAM,MAT,PMR_AUDITIVO,13:00
810,MAT,JAR,PMR_SILLA,18:00
811,GAM,MAT,PMR_AUDITIVO,10:00
812,MAT,VMA,PMR_VISUAL,15:00
813,VMA,UNI,PMR_SILLA,07:00
814,VMA,CUL,PMR_ADULTO_MAYOR,17:00
815,UNI,VMA,PMR_VISUAL,12:00
816,PUE,JAR,PMR_VISUAL,06:00
817,GAM,CUL,PMR_AUDITIVO,11:00
818,SMA,ANG,PMR_SILLA,20:00
819,PUE,ANG,PMR_ADULTO_MAYOR,09:00
820,ANG,UNI,PMR_VISUAL,10:00
821,SMA,CUL,PMR_VISUAL,17:00
822,CUL,NAR,PMR_AUDITIVO,17:00
823,VMA,JAR,PMR_ADULTO_MAYOR,07:00
824,GAM,NAR,PMR_AUDITIVO,06:00
825,GAM,CUL,PMR_SILLA,19:00
826,UNI,PUE,PMR_AUDITIVO,19:00
827,JAR,CUL,PMR_AUDITIVO,19:00
828,JAR,ANG,PMR_VISUAL,10:00
829,VMA,NAR,PMR_VISUAL,19:00
830,ANG,MAT,PMR_AUDITIVO,20:00
831,CUL,ANG,PMR_AUDITIVO,12:00
832,GAM,NAR,PMR_SILLA,12:00
833,MAT,ANG,PMR_ADULTO_MAYOR,09:00
834,VMA,CUL,PMR_VISUAL,15:00
835,ANG,SMA,PMR_ADULTO_MAYOR,17:00
836,PUE,JAR,PMR_ADULTO_MAYOR,10:00
837,MAT,JAR,PMR_SILLA,06:00
838,GAM,ANG,PMR_AUDITIVO,14:00
839,UNI,GAM,PMR_VISUAL,13:00
840,JAR,ANG,PMR_SILLA,10:00
841,ANG,UNI,PMR_AUDITIVO,06:00
842,VMA,MAT,PMR_ADULTO_MAYOR,11:00
843,CUL,VMA,PMR_SILLA,09:00
844,MAT,PUE,PMR_SILLA,18:00
845,JAR,CUL,PMR_AUDITIVO,08:00
846,JAR,ANG,PMR_AUDITIVO,16:00
847,ANG,JAR,PMR_AUDITIVO,09:00
848,VMA,SMA,PMR_VISUAL,10:00
849,GAM,ANG,PMR_VISUAL,09:00
850,VMA,PUE,PMR_AUDITIVO,20:00
851,MAT,PUE,PMR_SILLA,17:00
852,NAR,JAR,PMR_VISUAL,08:00
853,ANG,GAM,PMR_ADULTO_MAYOR,08:00
854,UNI,GAM,PMR_VISUAL,07:00
855,SMA,NAR,PMR_SILLA,08:00
856,SMA,UNI,PMR_AUDITIVO,16:00
857,NAR,VMA,PMR_AUDITIVO,17:00
858,SMA,JAR,PMR_AUDITIVO,19:00
859,NAR,SMA,PMR_AUDITIVO,14:00
860,NAR,JAR,PMR_AUDITIVO,19:00
861,PUE,ANG,PMR_AUDITIVO,10:00
862,SMA,JAR,PMR_ADULTO_MAYOR,15:00
863,SMA,NAR,PMR_VISUAL,20:00
864,MAT,NAR,PMR_ADULTO_MAYOR,06:00
865,GAM,MAT,PMR_SILLA,12:00
866,UNI,MAT,PMR_AUDITIVO,17:00
867,NAR,JAR,PMR_AUDITIVO,10:00
868,GAM,CUL,PMR_SILLA,11:00
869,UNI,GAM,PMR_AUDITIVO,14:00
870,JAR,NAR,PMR_ADULTO_MAYOR,19:00
871,SMA,CUL,PMR_VISUAL,15:00
872,SMA,PUE,PMR_AUDITIVO,12:00
873,PUE,VMA,PMR_AUDITIVO,08:00
874,MAT,GAM,PMR_VISUAL,15:00
875,SMA,CUL,PMR_AUDITIVO,19:00
876,SMA,UNI,PMR_AUDITIVO,19:00
877,PUE,NAR,PMR_AUDITIVO,16:00
878,UNI,NAR,PMR_AUDITIVO,10:00
879,NAR,PUE,PMR_ADULTO_MAYOR,10:00
880,ANG,UNI,PMR_VISUAL,08:00
881,ANG,UNI,PMR_SILLA,20:00
882,UNI,GAM,PMR_VISUAL,14:00
883,JAR,PUE,PMR_SILLA,15:00
884,GAM,UNI,PMR_SILLA,17:00
885,GAM,JAR,PMR_VISUAL,15:00
886,MAT,GAM,PMR_AUDITIVO,17:00
887,UNI,MAT,PMR_VISUAL,13:00
888,ANG,GAM,PMR_VISUAL,12:00
889,GAM,ANG,PMR_AUDITIVO,06:00
890,CUL,JAR,PMR_VISUAL,17:00
891,CUL,JAR,PMR_ADULTO_MAYOR,19:00
892,UNI,SMA,PMR_AUDITIVO,11:00
893,NAR,SMA,PMR_AUDITIVO,17:00
894,JAR,NAR,PMR_SILLA,06:00
895,MAT,ANG,PMR_ADULTO_MAYOR,16:00
896,NAR,GAM,PMR_ADULTO_MAYOR,18:00
897,JAR,ANG,PMR_SILLA,08:00
898,MAT,NAR,PMR_ADULTO_MAYOR,10:00
899,UNI,GAM,PMR_VISUAL,11:00
900,VMA,UNI,PMR_AUDITIVO,09:00
901,PUE,MAT,PMR_VISUAL,08:00
902,UNI,PUE,PMR_ADULTO_MAYOR,15:00
903,NAR,CUL,PMR_SILLA,16:00
904,GAM,JAR,PMR_VISUAL,14:00
905,ANG,SMA,PMR_VISUAL,20:00
906,JAR,CUL,PMR_VISUAL,07:00
907,VMA,MAT,PMR_AUDITIVO,07:00
908,MAT,ANG,PMR_VISUAL,19:00
909,MAT,JAR,PMR_VISUAL,19:00
910,GAM,CUL,PMR_AUDITIVO,10:00
911,GAM,NAR,PMR_VISUAL,10:00
912,CUL,JAR,PMR_AUDITIVO,12:00
913,SMA,ANG,PMR_ADULTO_MAYOR,18:00
914,PUE,NAR,PMR_AUDITIVO,07:00
915,PUE,MAT,PMR_AUDITIVO,09:00
916,UNI,VMA,PMR_VISUAL,07:00
917,VMA,SMA,PMR_VISUAL,13:00
918,GAM,SMA,PMR_ADULTO_MAYOR,08:00
919,VMA,SMA,PMR_AUDITIVO,17:00
920,JAR,MAT,PMR_SILLA,13:00
921,GAM,NAR,PMR_VISUAL,20:00
922,SMA,MAT,PMR_ADULTO_MAYOR,08:00
923,GAM,CUL,PMR_AUDITIVO,08:00
924,MAT,GAM,PMR_AUDITIVO,17:00
925,NAR,VMA,PMR_AUDITIVO,18:00
926,CUL,SMA,PMR_AUDITIVO,06:00
927,ANG,UNI,PMR_SILLA,20:00
928,GAM,ANG,PMR_VISUAL,10:00
929,GAM,SMA,PMR_SILLA,13:00
930,JAR,GAM,PMR_VISUAL,20:00
931,JAR,GAM,PMR_SILLA,18:00
932,ANG,NAR,PMR_AUDITIVO,19:00
933,CUL,SMA,PMR_VISUAL,17:00
934,PUE,JAR,PMR_AUDITIVO,14:00
935,VMA,PUE,PMR_ADULTO_MAYOR,20:00
936,MAT,CUL,PMR_AUDITIVO,20:00
937,CUL,SMA,PMR_ADULTO_MAYOR,17:00
938,UNI,PUE,PMR_AUDITIVO,11:00
939,UNI,CUL,PMR_AUDITIVO,10:00
940,MAT,NAR,PMR_ADULTO_MAYOR,09:00
941,SMA,VMA,PMR_VISUAL,08:00
942,ANG,JAR,PMR_AUDITIVO,11:00
943,CUL,UNI,PMR_VISUAL,14:00
944,GAM,NAR,PMR_SILLA,18:00
945,JAR,UNI,PMR_ADULTO_MAYOR,12:00
946,PUE,GAM,PMR_VISUAL,14:00
947,SMA,JAR,PMR_ADULTO_MAYOR,06:00
948,PUE,VMA,PMR_SILLA,10:00
949,CUL,ANG,PMR_VISUAL,20:00
950,VMA,UNI,PMR_VISUAL,14:00
951,NAR,PUE,PMR_AUDITIVO,17:00
952,CUL,NAR,PMR_VISUAL,20:00
953,MAT,GAM,PMR_AUDITIVO,08:00
954,JAR,GAM,PMR_AUDITIVO,16:00
955,SMA,ANG,PMR_SILLA,11:00
956,JAR,CUL,PMR_SILLA,17:00
957,VMA,GAM,PMR_ADULTO_MAYOR,07:00
958,CUL,NAR,PMR_ADULTO_MAYOR,14:00
959,JAR,PUE,PMR_AUDITIVO,18:00
960,GAM,VMA,PMR_VISUAL,12:00
961,PUE,CUL,PMR_ADULTO_MAYOR,14:00
962,PUE,UNI,PMR_VISUAL,16:00
963,JAR,GAM,PMR_ADULTO_MAYOR,12:00
964,SMA,CUL,PMR_AUDITIVO,18:00
965,GAM,PUE,PMR_AUDITIVO,11:00
966,GAM,MAT,PMR_ADULTO_MAYOR,14:00
967,JAR,UNI,PMR_AUDITIVO,16:00
968,JAR,GAM,PMR_SILLA,19:00
969,MAT,VMA,PMR_VISUAL,12:00
970,CUL,UNI,PMR_AUDITIVO,12:00
971,SMA,CUL,PMR_ADULTO_MAYOR,11:00
972,PUE,JAR,PMR_ADULTO_MAYOR,10:00
973,UNI,SMA,PMR_AUDITIVO,20:00
974,SMA,NAR,PMR_VISUAL,19:00
975,MAT,SMA,PMR_AUDITIVO,13:00
976,NAR,MAT,PMR_SILLA,08:00
977,VMA,GAM,PMR_AUDITIVO,13:00
978,GAM,PUE,PMR_AUDITIVO,09:00
979,VMA,MAT,PMR_VISUAL,07:00
980,SMA,PUE,PMR_VISUAL,07:00
981,UNI,ANG,PMR_VISUAL,13:00
982,NAR,UNI,PMR_ADULTO_MAYOR,14:00
983,UNI,ANG,PMR_SILLA,20:00
984,JAR,PUE,PMR_ADULTO_MAYOR,13:00
985,JAR,PUE,PMR_VISUAL,11:00
986,GAM,MAT,PMR_VISUAL,13:00
987,ANG,GAM,PMR_AUDITIVO,12:00
988,VMA,GAM,PMR_SILLA,16:00
989,PUE,NAR,PMR_VISUAL,11:00
990,PUE,NAR,PMR_AUDITIVO,15:00
991,SMA,PUE,PMR_SILLA,07:00
992,ANG,NAR,PMR_VISUAL,06:00
993,NAR,CUL,PMR_VISUAL,19:00
994,UNI,GAM,PMR_AUDITIVO,17:00
995,MAT,CUL,PMR_ADULTO_MAYOR,20:00
996,MAT,JAR,PMR_SILLA,16:00
997,ANG,NAR,PMR_SILLA,06:00
998,VMA,UNI,PMR_ADULTO_MAYOR,10:00
999,GAM,CUL,PMR_ADULTO_MAYOR,20:00
1000,CUL,MAT,PMR_VISUAL,13:00
1001,CUL,NAR,PMR_VISUAL,08:00
1002,GAM,CUL,PMR_ADULTO_MAYOR,09:00
1003,SMA,GAM,PMR_VISUAL,14:00
1004,GAM,JAR,PMR_AUDITIVO,18:00
1005,VMA,UNI,PMR_AUDITIVO,07:00
1006,MAT,GAM,PMR_SILLA,13:00
1007,MAT,VMA,PMR_AUDITIVO,12:00
1008,GAM,CUL,PMR_SILLA,18:00
1009,NAR,PUE,PMR_AUDITIVO,08:00
1010,GAM,ANG,PMR_SILLA,19:00
1011,UNI,NAR,PMR_VISUAL,16:00
1012,ANG,PUE,PMR_VISUAL,09:00
1013,CUL,UNI,PMR_SILLA,19:00
1014,MAT,PUE,PMR_SILLA,07:00
1015,JAR,MAT,PMR_AUDITIVO,06:00
1016,ANG,JAR,PMR_AUDITIVO,12:00
1017,JAR,UNI,PMR_ADULTO_MAYOR,14:00
1018,JAR,UNI,PMR_ADULTO_MAYOR,08:00
1019,JAR,GAM,PMR_VISUAL,12:00
1020,GAM,VMA,PMR_AUDITIVO,19:00
1021,NAR,ANG,PMR_AUDITIVO,19:00
1022,GAM,NAR,PMR_AUDITIVO,19:00
1023,NAR,JAR,PMR_AUDITIVO,11:00
1024,CUL,VMA,PMR_AUDITIVO,14:00
1025,CUL,JAR,PMR_ADULTO_MAYOR,08:00
1026,SMA,MAT,PMR_VISUAL,08:00
1027,SMA,ANG,PMR_AUDITIVO,20:00
1028,JAR,PUE,PMR_ADULTO_MAYOR,16:00
1029,VMA,CUL,PMR_AUDITIVO,08:00
1030,JAR,ANG,PMR_AUDITIVO,11:00
1031,CUL,ANG,PMR_ADULTO_MAYOR,19:00
1032,MAT,GAM,PMR_ADULTO_MAYOR,08:00
1033,VMA,MAT,PMR_VISUAL,09:00
1034,NAR,PUE,PMR_VISUAL,08:00
1035,SMA,MAT,PMR_ADULTO_MAYOR,11:00
1036,CUL,VMA,PMR_VISUAL,15:00
1037,ANG,CUL,PMR_VISUAL,14:00
1038,MAT,VMA,PMR_ADULTO_MAYOR,13:00
1039,GAM,ANG,PMR_SILLA,18:00
1040,MAT,CUL,PMR_ADULTO_MAYOR,09:00
1041,PUE,CUL,PMR_ADULTO_MAYOR,16:00
1042,UNI,VMA,PMR_VISUAL,08:00
1043,JAR,ANG,PMR_SILLA,19:00
1044,VMA,MAT,PMR_ADULTO_MAYOR,08:00
1045,PUE,SMA,PMR_AUDITIVO,17:00
1046,GAM,JAR,PMR_VISUAL,13:00
1047,UNI,NAR,PMR_VISUAL,12:00
1048,GAM,SMA,PMR_AUDITIVO,06:00
1049,PUE,CUL,PMR_SILLA,19:00
1050,VMA,SMA,PMR_VISUAL,15:00
1051,NAR,VMA,PMR_ADULTO_MAYOR,19:00
1052,NAR,UNI,PMR_VISUAL,16:00
1053,NAR,MAT,PMR_VISUAL,08:00
1054,ANG,MAT,PMR_ADULTO_MAYOR,15:00
1055,ANG,SMA,PMR_ADULTO_MAYOR,11:00
1056,NAR,CUL,PMR_AUDITIVO,07:00
1057,GAM,PUE,PMR_VISUAL,14:00
1058,VMA,UNI,PMR_VISUAL,09:00
1059,PUE,GAM,PMR_AUDITIVO,10:00
1060,ANG,JAR,PMR_VISUAL,06:00
1061,UNI,PUE,PMR_AUDITIVO,07:00
1062,GAM,JAR,PMR_ADULTO_MAYOR,16:00
1063,CUL,ANG,PMR_SILLA,18:00
1064,VMA,GAM,PMR_VISUAL,12:00
1065,UNI,JAR,PMR_SILLA,17:00
1066,MAT,ANG,PMR_SILLA,06:00
1067,NAR,PUE,PMR_SILLA,13:00
1068,NAR,JAR,PMR_ADULTO_MAYOR,08:00
1069,MAT,VMA,PMR_SILLA,18:00
1070,VMA,SMA,PMR_AUDITIVO,09:00
1071,UNI,ANG,PMR_ADULTO_MAYOR,19:00
1072,SMA,UNI,PMR_ADULTO_MAYOR,09:00
1073,CUL,JAR,PMR_SILLA,16:00
1074,PUE,SMA,PMR_AUDITIVO,06:00
1075,CUL,NAR,PMR_SILLA,11:00
1076,GAM,JAR,PMR_SILLA,08:00
1077,ANG,GAM,PMR_VISUAL,13:00
1078,VMA,ANG,PMR_ADULTO_MAYOR,15:00
1079,SMA,VMA,PMR_AUDITIVO,17:00
1080,SMA,CUL,PMR_VISUAL,15:00
1081,JAR,CUL,PMR_ADULTO_MAYOR,18:00
1082,JAR,PUE,PMR_AUDITIVO,13:00
1083,VMA,MAT,PMR_VISUAL,16:00
1084,ANG,CUL,PMR_VISUAL,16:00
1085,GAM,JAR,PMR_AUDITIVO,11:00
1086,GAM,JAR,PMR_ADULTO_MAYOR,16:00
